,target,robot_pos,action,value
0,0,0,0,0.11467009037733078
1,0,0,1,0.21764329075813293
2,0,0,2,0.19606706500053406
3,0,0,3,0.007305716630071402
4,0,0,4,0.46428927779197693
5,0,0,5,2.4615312213427387e-05
6,0,1,0,0.09654535353183746
7,0,1,1,0.14906610548496246
8,0,1,2,0.1598862260580063
9,0,1,3,0.004455092828720808
10,0,1,4,0.5899934768676758
11,0,1,5,5.381365190260112e-05
12,0,2,0,0.09760810434818268
13,0,2,1,0.15810130536556244
14,0,2,2,0.140926331281662
15,0,2,3,0.004518050700426102
16,0,2,4,0.5988079905509949
17,0,2,5,3.817993638222106e-05
18,0,3,0,0.09580573439598083
19,0,3,1,0.15535658597946167
20,0,3,2,0.145361065864563
21,0,3,3,0.004132752772420645
22,0,3,4,0.5993134379386902
23,0,3,5,3.043664401047863e-05
24,0,4,0,0.10439547896385193
25,0,4,1,0.18365928530693054
26,0,4,2,0.14906008541584015
27,0,4,3,0.007931118831038475
28,0,4,4,0.5549220442771912
29,0,4,5,3.199358980054967e-05
30,0,5,0,0.0938863679766655
31,0,5,1,0.15312916040420532
32,0,5,2,0.1443621665239334
33,0,5,3,0.004292570985853672
34,0,5,4,0.6042966246604919
35,0,5,5,3.31165392708499e-05
36,0,6,0,0.10923025012016296
37,0,6,1,0.1050805002450943
38,0,6,2,0.5052860975265503
39,0,6,3,0.005533579736948013
40,0,6,4,0.2716352939605713
41,0,6,5,0.003234358038753271
42,0,7,0,0.13106779754161835
43,0,7,1,0.1363343894481659
44,0,7,2,0.3266785442829132
45,0,7,3,0.008298340253531933
46,0,7,4,0.39681699872016907
47,0,7,5,0.0008039721287786961
48,0,8,0,0.11566315591335297
49,0,8,1,0.12650234997272491
50,0,8,2,0.43421149253845215
51,0,8,3,0.005281297490000725
52,0,8,4,0.317706435918808
53,0,8,5,0.0006353314383886755
54,0,9,0,0.09624110907316208
55,0,9,1,0.10092244297266006
56,0,9,2,0.5633643865585327
57,0,9,3,0.005759222432971001
58,0,9,4,0.23282761871814728
59,0,9,5,0.0008853017934598029
60,0,10,0,0.0001720184227451682
61,0,10,1,9.641181532060727e-05
62,0,10,2,8.866714779287577e-05
63,0,10,3,1.9119755961582996e-05
64,0,10,4,0.00024378526723012328
65,0,10,5,0.9993799924850464
66,0,11,0,0.009803601540625095
67,0,11,1,0.00698818638920784
68,0,11,2,0.0054468996822834015
69,0,11,3,0.0005950004560872912
70,0,11,4,0.01617506332695484
71,0,11,5,0.9609912633895874
72,0,12,0,0.185156911611557
73,0,12,1,0.31717175245285034
74,0,12,2,0.16729864478111267
75,0,12,3,0.01115463301539421
76,0,12,4,0.3009863793849945
77,0,12,5,0.018231596797704697
78,0,13,0,0.0001302919554291293
79,0,13,1,9.871101792668924e-05
80,0,13,2,6.359680992318317e-05
81,0,13,3,2.409694752714131e-05
82,0,13,4,0.00011588959750952199
83,0,13,5,0.999567449092865
84,0,14,0,0.15838496387004852
85,0,14,1,0.4183688163757324
86,0,14,2,0.08305253833532333
87,0,14,3,0.007743003312498331
88,0,14,4,0.33240601420402527
89,0,14,5,4.4587053707800806e-05
90,0,15,0,0.17147117853164673
91,0,15,1,0.3970726430416107
92,0,15,2,0.10990185290575027
93,0,15,3,0.008740014396607876
94,0,15,4,0.31268295645713806
95,0,15,5,0.0001314448018092662
96,0,16,0,0.1810821294784546
97,0,16,1,0.4130435585975647
98,0,16,2,0.08359363675117493
99,0,16,3,0.008352462202310562
100,0,16,4,0.31344932317733765
101,0,16,5,0.0004789330414496362
102,0,17,0,0.15293525159358978
103,0,17,1,0.4369756579399109
104,0,17,2,0.06262733042240143
105,0,17,3,0.006550550926476717
106,0,17,4,0.34087657928466797
